id,name,email,age,score,active,timestamp,category,value1,value2,description
451589,User_3n65w7,userjmza9q@example.com,37,32.35,false,2025-10-15T17:19:42.003Z,Category1,824.68,994.78,"Description with some text content 0.1478788458449951"
383250,User_kn6lyb,user7vml4i@example.com,80,44.69,true,2025-10-15T17:19:42.003Z,Category8,84.79,856.78,"Description with some text content 0.7233091338317359"
960495,User_f6vj94n,useroxol6@example.com,31,45.87,true,2025-10-15T17:19:42.003Z,Category7,147.10,84.55,"Description with some text content 0.3544092655618418"
641613,User_p2tkwq9,userihh99r@example.com,23,70.73,true,2025-10-15T17:19:42.003Z,Category6,56.82,617.23,"Description with some text content 0.4413081710160641"
640511,User_wagk6d,userdkm7sc@example.com,25,53.77,false,2025-10-15T17:19:42.003Z,Category6,666.52,289.53,"Description with some text content 0.7730379952858782"
113491,User_h0fkh,user3b4749@example.com,57,98.02,true,2025-10-15T17:19:42.003Z,Category8,567.18,217.87,"Description with some text content 0.5871108913505935"
427424,User_cedkp,userq00l5@example.com,39,43.45,false,2025-10-15T17:19:42.003Z,Category2,332.50,191.70,"Description with some text content 0.48972408367456743"
168158,User_e6fu9,userdtn3vg@example.com,90,53.73,true,2025-10-15T17:19:42.003Z,Category0,229.07,782.58,"Description with some text content 0.046086378019548846"
880178,User_lg8chk,userxb1udg@example.com,32,10.33,true,2025-10-15T17:19:42.003Z,Category7,500.60,68.81,"Description with some text content 0.12794580055929183"
370056,User_gl48aa,userkmqhl@example.com,85,99.08,false,2025-10-15T17:19:42.003Z,Category6,871.39,936.78,"Description with some text content 0.9469352214054694"
607422,User_1ix69j,userab3bqq@example.com,66,82.40,false,2025-10-15T17:19:42.003Z,Category1,731.66,36.43,"Description with some text content 0.4709484311185257"
990626,User_7u7z1k,userxococm@example.com,70,87.04,true,2025-10-15T17:19:42.003Z,Category0,222.07,692.80,"Description with some text content 0.6246028320688553"
632471,User_pqsdza,useri7uikp@example.com,34,86.18,true,2025-10-15T17:19:42.003Z,Category9,389.97,681.29,"Description with some text content 0.26171636107862395"
739391,User_6khem6,userrszcwq@example.com,74,31.96,true,2025-10-15T17:19:42.003Z,Category2,151.41,602.85,"Description with some text content 0.6198182492771541"
462293,User_8l2s1e,userg65p2a@example.com,62,36.03,true,2025-10-15T17:19:42.003Z,Category0,500.19,253.24,"Description with some text content 0.1539140736221304"
170263,User_ncvx7p,usern9ahlm@example.com,43,61.80,true,2025-10-15T17:19:42.003Z,Category0,619.61,308.06,"Description with some text content 0.2128705777745028"
922725,User_rluyt0h,userdx6ry@example.com,84,90.54,false,2025-10-15T17:19:42.003Z,Category2,970.49,285.47,"Description with some text content 0.9759048301365556"
557549,User_3avgmp,userecbnth@example.com,32,51.30,false,2025-10-15T17:19:42.003Z,Category2,676.20,996.47,"Description with some text content 0.7358242216185251"
377721,User_y5an9j,userrcnwy9@example.com,27,61.64,true,2025-10-15T17:19:42.003Z,Category9,756.53,613.41,"Description with some text content 0.7587732986608392"
