id,name,email,age,score,active,timestamp,category,value1,value2,description
105370,User_afzg1,user3erc0b@example.com,91,65.62,true,2025-10-15T18:12:15.234Z,Category8,379.33,328.33,"Description with some text content 0.3880607970144545"
781653,User_tg9mc5,user3v53d@example.com,22,46.98,true,2025-10-15T18:12:15.234Z,Category7,57.58,374.49,"Description with some text content 0.25876574287408427"
726791,User_1o5bp,userg3y8nc@example.com,25,70.70,false,2025-10-15T18:12:15.234Z,Category3,219.54,408.11,"Description with some text content 0.8052722477640223"
817615,User_2ah75,users9vgl3@example.com,21,96.67,false,2025-10-15T18:12:15.234Z,Category3,652.89,959.42,"Description with some text content 0.3293683270543112"
380936,User_m4llk,user0zs5ap@example.com,76,17.48,false,2025-10-15T18:12:15.234Z,Category9,575.81,967.38,"Description with some text content 0.37553954290646596"
950484,User_luulkk,user6d215a@example.com,91,50.31,false,2025-10-15T18:12:15.234Z,Category3,149.89,48.40,"Description with some text content 0.43802905617149457"
945597,User_oc7aj8,userxmvtw@example.com,47,92.26,true,2025-10-15T18:12:15.234Z,Category3,458.76,911.04,"Description with some text content 0.6910854679378503"
872609,User_l6d3p,user2d88r@example.com,71,58.40,true,2025-10-15T18:12:15.234Z,Category6,876.56,418.96,"Description with some text content 0.2396728065306707"
674079,User_p5w0vh,userq9yfvv@example.com,76,69.05,true,2025-10-15T18:12:15.234Z,Category3,792.86,882.25,"Description with some text content 0.11368159234139408"
337105,User_smtftl,user3t94oh@example.com,91,7.56,false,2025-10-15T18:12:15.234Z,Category6,183.41,219.74,"Description with some text content 0.370925795144991"
404929,User_5to3wp,userp413b@example.com,70,41.99,true,2025-10-15T18:12:15.234Z,Category8,691.23,498.63,"Description with some text content 0.3959910353372629"
478105,User_zovjy,userdke5e@example.com,21,98.83,true,2025-10-15T18:12:15.234Z,Category6,283.18,82.56,"Description with some text content 0.11724503258324093"
35298,User_psv8o,user145meg@example.com,77,77.46,false,2025-10-15T18:12:15.234Z,Category7,398.28,211.69,"Description with some text content 0.92435848371606"
507164,User_1l8zx7,user0khyt@example.com,78,27.03,false,2025-10-15T18:12:15.234Z,Category4,232.93,503.25,"Description with some text content 0.30157447330542886"
592937,User_u4eu9e,userbyfd7u@example.com,72,6.17,true,2025-10-15T18:12:15.234Z,Category5,962.47,233.39,"Description with some text content 0.2882890146364807"
