id,name,email,age,score,active,timestamp,category,value1,value2,description
697244,User_6e3qv,user1l5zqc@example.com,61,15.38,true,2025-10-15T18:12:15.179Z,Category5,902.24,803.65,"Description with some text content 0.08474964940615637"
744629,User_xtykwn,user6cxzgi@example.com,25,84.26,false,2025-10-15T18:12:15.179Z,Category6,314.01,449.03,"Description with some text content 0.45436669097019466"
702733,User_at52i7,userwhqa2@example.com,27,21.71,false,2025-10-15T18:12:15.179Z,Category4,496.48,179.64,"Description with some text content 0.5893980014012611"
707455,User_e9b58v,userglz39@example.com,90,27.09,true,2025-10-15T18:12:15.179Z,Category2,602.90,881.47,"Description with some text content 0.064600584798985"
28345,User_l5mmc,user60sax@example.com,59,69.52,true,2025-10-15T18:12:15.179Z,Category1,907.53,377.36,"Description with some text content 0.7331472382333903"
759286,User_n1se9d,user2cq77w@example.com,52,90.05,false,2025-10-15T18:12:15.179Z,Category7,393.17,68.61,"Description with some text content 0.6268923148703432"
870268,User_cbwthqr,user5mtqum@example.com,68,76.22,true,2025-10-15T18:12:15.179Z,Category8,930.05,322.31,"Description with some text content 0.528823125219238"
908146,User_0cilge,userj4dq3@example.com,34,9.07,true,2025-10-15T18:12:15.179Z,Category6,897.06,608.87,"Description with some text content 0.23545506947662143"
933727,User_7mwfth,user9k3qe@example.com,35,79.21,true,2025-10-15T18:12:15.179Z,Category0,777.48,453.06,"Description with some text content 0.36517869421458105"
828443,User_i4augl,userfp3jm5@example.com,45,59.49,true,2025-10-15T18:12:15.179Z,Category0,759.69,235.97,"Description with some text content 0.8134480658050781"
712067,User_9jp6ws,user0ykwng@example.com,91,47.87,true,2025-10-15T18:12:15.179Z,Category9,609.02,348.89,"Description with some text content 0.9753365573277639"
176152,User_8m94bq,userrd3y5q@example.com,54,84.03,false,2025-10-15T18:12:15.179Z,Category3,533.00,269.58,"Description with some text content 0.021262177309768204"
260453,User_qrcqdl,usertaq3e7@example.com,43,7.15,true,2025-10-15T18:12:15.179Z,Category4,982.64,884.04,"Description with some text content 0.5442458352570836"
566241,User_54lkoh,uservw6r5@example.com,52,28.12,false,2025-10-15T18:12:15.179Z,Category3,533.12,593.90,"Description with some text content 0.3722040930221734"
889652,User_zjlux,useryug36h@example.com,76,36.70,true,2025-10-15T18:12:15.179Z,Category1,957.39,543.88,"Description with some text content 0.41531895359575954"
256682,User_032e4q,userxg086a@example.com,48,39.52,false,2025-10-15T18:12:15.179Z,Category2,104.68,80.74,"Description with some text content 0.22333447825889408"
696606,User_qgzoz4,userztqhcv@example.com,36,8.44,false,2025-10-15T18:12:15.179Z,Category7,454.24,697.55,"Description with some text content 0.26201809733277037"
326294,User_eqxesa,userl9s08yk@example.com,56,55.60,true,2025-10-15T18:12:15.179Z,Category3,409.74,251.89,"Description with some text content 0.4511931332194047"
457984,User_w7f3i,user50iqfh@example.com,78,65.99,true,2025-10-15T18:12:15.179Z,Category7,666.41,931.30,"Description with some text content 0.5476318302713215"
598239,User_6c2qs8,userg6c5bd@example.com,30,85.95,true,2025-10-15T18:12:15.179Z,Category6,644.47,369.70,"Description with some text content 0.02794875910550343"
940736,User_u5x484,userkhruhd@example.com,60,46.81,true,2025-10-15T18:12:15.179Z,Category8,838.13,500.65,"Description with some text content 0.8842583521290767"
797678,User_y16bku,usermur8x@example.com,20,60.37,false,2025-10-15T18:12:15.179Z,Category2,311.32,790.71,"Description with some text content 0.3097886417776792"
294161,User_wm1h9,user2wozs7@example.com,63,79.64,false,2025-10-15T18:12:15.179Z,Category4,23.21,527.72,"Description with some text content 0.1866397520261598"
429842,User_fxaia,userv1mrvm@example.com,71,82.25,false,2025-10-15T18:12:15.179Z,Category0,307.52,753.52,"Description with some text content 0.4670032848199377"
595199,User_e0iw0f,userprnisl@example.com,85,42.73,false,2025-10-15T18:12:15.179Z,Category5,77.35,749.11,"Description with some text content 0.3264956875861228"
757346,User_g8nuqe,userxkzdj@example.com,56,81.16,false,2025-10-15T18:12:15.179Z,Category8,971.40,194.77,"Description with some text content 0.774448809674285"
504476,User_mqsw2,userjc04c@example.com,28,22.03,true,2025-10-15T18:12:15.179Z,Category9,483.40,604.98,"Description with some text content 0.6499604463469629"
972626,User_rqm1oj,userpfex4r@example.com,71,39.52,true,2025-10-15T18:12:15.179Z,Category2,663.77,911.98,"Description with some text content 0.9134577179738906"
638466,User_jpyc1f,user8x11v5@example.com,63,86.22,true,2025-10-15T18:12:15.179Z,Category8,372.05,836.87,"Description with some text content 0.08492060387579548"
918341,User_phacp,userj1kktz@example.com,67,10.69,true,2025-10-15T18:12:15.179Z,Category6,439.82,176.61,"Description with some text content 0.7483086390805451"
151984,User_8gs48,userfn6oyn@example.com,47,42.41,true,2025-10-15T18:12:15.179Z,Category9,368.03,90.34,"Description with some text content 0.92946185856614"
151282,User_bnz8rw,userbsdxmb@example.com,89,66.14,false,2025-10-15T18:12:15.179Z,Category0,840.94,602.63,"Description with some text content 0.8427449001805167"
38030,User_s43v1,user2mx0d@example.com,44,99.85,false,2025-10-15T18:12:15.179Z,Category8,726.75,470.65,"Description with some text content 0.8062613374257432"
696284,User_snn7du,userui3jr4@example.com,34,17.53,true,2025-10-15T18:12:15.179Z,Category2,439.51,16.34,"Description with some text content 0.2774857030320297"
582629,User_di9r2o,userlf1jij@example.com,55,88.47,true,2025-10-15T18:12:15.179Z,Category0,717.22,343.84,"Description with some text content 0.9374842540476515"
613459,User_omzo9,userfgs5r@example.com,95,92.39,true,2025-10-15T18:12:15.179Z,Category6,996.25,561.33,"Description with some text content 0.9428046473626983"
831538,User_qfvegr,userr670s@example.com,33,45.93,false,2025-10-15T18:12:15.179Z,Category8,231.21,622.08,"Description with some text content 0.6515472677182322"
308020,User_kpgn2j,userii2lbu@example.com,86,4.18,true,2025-10-15T18:12:15.179Z,Category6,752.98,167.89,"Description with some text content 0.734750855669392"
807053,User_udz408,user9qv8b0e@example.com,60,89.07,true,2025-10-15T18:12:15.179Z,Category1,36.83,922.37,"Description with some text content 0.6195343861899095"
367929,User_9o394h,usertudcfi@example.com,69,22.75,true,2025-10-15T18:12:15.179Z,Category8,405.85,365.31,"Description with some text content 0.7319354466617022"
18791,User_6if0oh,userq7n39a@example.com,77,28.24,false,2025-10-15T18:12:15.179Z,Category4,70.64,901.13,"Description with some text content 0.11891078787233322"
686013,User_2eg22f,uservpdz1@example.com,50,1.69,false,2025-10-15T18:12:15.179Z,Category4,745.05,387.36,"Description with some text content 0.13380252615062127"
54890,User_hmt0b4,user8u2cdt@example.com,20,83.58,true,2025-10-15T18:12:15.179Z,Category1,614.06,434.89,"Description with some text content 0.9194247965300304"
496912,User_1az4rr,userfuxq1@example.com,46,85.95,false,2025-10-15T18:12:15.179Z,Category9,834.68,99.14,"Description with some text content 0.5505517188343222"
342392,User_9d23uj,useraphxo@example.com,70,19.76,true,2025-10-15T18:12:15.179Z,Category4,941.12,381.92,"Description with some text content 0.03589845596340846"
290717,User_68d0us,userw1m7pu@example.com,42,0.43,false,2025-10-15T18:12:15.179Z,Category8,324.63,276.33,"Description with some text content 0.6513952818424877"
941091,User_j4h3gf,usergkiwhh@example.com,87,19.52,false,2025-10-15T18:12:15.179Z,Category1,905.56,599.29,"Description with some text content 0.19002864624411742"
656114,User_e3a7co,userxgp67@example.com,71,13.60,false,2025-10-15T18:12:15.179Z,Category6,183.61,306.19,"Description with some text content 0.4537305864968272"
723326,User_24wt4k,userrqavls@example.com,77,95.92,true,2025-10-15T18:12:15.179Z,Category9,98.35,116.97,"Description with some text content 0.7723331839676847"
709695,User_uzhua,user7q7xl@example.com,53,45.77,true,2025-10-15T18:12:15.179Z,Category9,376.44,730.03,"Description with some text content 0.11670750585868717"
750721,User_ccss9m,user9l75mp@example.com,72,32.73,true,2025-10-15T18:12:15.179Z,Category2,547.96,469.91,"Description with some text content 0.24542826797981376"
382951,User_pfbw8,user3ka3mg@example.com,89,51.37,true,2025-10-15T18:12:15.179Z,Category6,349.84,856.95,"Description with some text content 0.5061213267539103"
275384,User_tnt1oi,usero98yq8@example.com,81,55.32,false,2025-10-15T18:12:15.179Z,Category4,329.52,319.89,"Description with some text content 0.314599506181494"
860404,User_sl3z5d,useribm0kw@example.com,33,15.26,true,2025-10-15T18:12:15.179Z,Category4,279.55,81.51,"Description with some text content 0.1929890310622142"
730514,User_gsl7k7,usermljapi@example.com,62,11.62,false,2025-10-15T18:12:15.179Z,Category7,746.89,291.17,"Description with some text content 0.8969538287159518"
855578,User_haanc,usertbcn96@example.com,67,74.49,true,2025-10-15T18:12:15.179Z,Category5,150.57,50.43,"Description with some text content 0.9429361548268353"
20818,User_zznt2,userosmksv@example.com,91,16.81,false,2025-10-15T18:12:15.179Z,Category2,398.97,839.65,"Description with some text content 0.7719859250987496"
410990,User_gaz0n,userm3z3y6@example.com,46,76.76,true,2025-10-15T18:12:15.179Z,Category8,569.50,193.62,"Description with some text content 0.8545040168082738"
977691,User_e4cn9p,userxn75dyi@example.com,50,40.39,true,2025-10-15T18:12:15.179Z,Category1,37.87,772.78,"Description with some text content 0.9895616202748672"
954038,User_o36f7,userhaotdis@example.com,37,85.04,false,2025-10-15T18:12:15.179Z,Category3,399.24,947.34,"Description with some text content 0.10618060593358225"
27491,User_azo3aew,user2heko@example.com,40,9.27,true,2025-10-15T18:12:15.179Z,Category6,163.46,806.87,"Description with some text content 0.6593705251000529"
197675,User_y7sjzb,userl29nzb@example.com,19,20.39,true,2025-10-15T18:12:15.179Z,Category8,950.41,696.12,"Description with some text content 0.6821880826555442"
139628,User_30yoa6,user2p7f7@example.com,75,92.55,false,2025-10-15T18:12:15.179Z,Category3,501.16,772.43,"Description with some text content 0.605672743738246"
130485,User_w0dx97,user1d9o5e@example.com,86,89.31,false,2025-10-15T18:12:15.179Z,Category2,10.92,949.86,"Description with some text content 0.7645761089440023"
429114,User_oye1yj,userphfjsn@example.com,75,30.87,false,2025-10-15T18:12:15.179Z,Category7,740.80,303.05,"Description with some text content 0.727242307649992"
654574,User_nif139,userhn05z@example.com,18,30.68,false,2025-10-15T18:12:15.179Z,Category5,472.84,486.86,"Description with some text content 0.5691060291277673"
34780,User_6trpj,userbd7mz@example.com,20,6.82,false,2025-10-15T18:12:15.179Z,Category9,583.28,504.89,"Description with some text content 0.2559415945805553"
975374,User_lu3set,userccjsvs@example.com,94,23.18,true,2025-10-15T18:12:15.179Z,Category9,801.79,513.42,"Description with some text content 0.9791301449337619"
140189,User_cd7mev,userj96ua@example.com,72,57.65,true,2025-10-15T18:12:15.179Z,Category7,294.96,282.28,"Description with some text content 0.9173300203909623"
207408,User_1agsq,userln7l5j@example.com,59,17.49,false,2025-10-15T18:12:15.179Z,Category2,444.38,304.87,"Description with some text content 0.49224793115963084"
548265,User_ajzth5,userx94mnc@example.com,33,35.05,false,2025-10-15T18:12:15.179Z,Category8,440.88,771.91,"Description with some text content 0.1050321866558539"
